"","comments","event","Date"
"18103",":// . . / watch ? v = 5lZa3XmZ6z4","Vaccines Variants","2021-02-05"
"18104","more people die every day since taken office","Vaccines Variants","2021-02-05"
"18105","covid is the worst in school on my computer looking for","Vaccines Variants","2021-02-05"
"18106","For everyone who is considered about the chill for a second and don ' t go into "" its the end of the world "" . This vaccine broad - spectrum that target various of the spike protein known as . Basically , we have 7 that target the virus . A variant can be a change in anything and could literally have no effect . The sooner everyone the vaccine the the virus can get . Even is a variant one part of the spike protein there are other that are still targeted . It would have to go through a drastic change to be immune to the vaccine and this change should occur over a longer period of time .","Vaccines Variants","2021-02-05"
"18107","please this up and read every article . I am unable to post the link due to . Whistle blower nursing assistant dropping like after received the vaccine . Please share if you can . It ' s heartbreaking .","Vaccines Variants","2021-02-05"
"18108","What to those who go into anaphylactic shock , after getting in those drive . Not ever hearing about all who have bad allergic .","Vaccines Variants","2021-02-05"
"18109","Fake news","Vaccines Variants","2021-02-05"
"18110","A "" shot "" around the world . Past never teaching . What experience ' clearly shown , in before . Where usual been . Not to fool Nature , or only themselves to blame . Those neatly of wisdom , fall on stupidity in "" self "" human like of skin . Opening a door to ponder much worse than the common sin . Old resurface , in time ' s of great ' . As one so prominently "" of hind - sight "". May soon leave all it , begging for different outcome ,"" down on bended .","Vaccines Variants","2021-02-05"
"18111","U know what to the bat ?... ate it .","Vaccines Variants","2021-02-05"
"18112","If it ’ s a law I don ’ t care arrest me keep me in Area 51 I don ’ t care just don ’ t hive the vaccine to me and my family because it poison and u don ’ t trust this","Vaccines Variants","2021-02-05"
"18113","The 🧱 is . In Berlin the 🧱 was concrete , in the built one of in people ' s , all 🧱 fall with time and pressure .","Vaccines Variants","2021-02-05"
"18114","in . - 5 . Wi - 38 . Human diploid . If you are against abortion you are a no . If you are not a cannibal you are a no . If you believe should not be you are a no . If you approve of murdering and eating them then you are pro . But wait there ' s more . Do you approve of other such as . Aluminum . . Formaldehyde . Cow puss . cancer ? Human Albumin . Research the .","Vaccines Variants","2021-02-05"
"18115","More than a Honda Civic . I ' take the covid version please .","Vaccines Variants","2021-02-05"
"18116","Hey everyone I am an , and I have a new channel which geared to informed the public on a nurse ’ s perspective on how manage during quarantine , my channel is Nurse","Vaccines Variants","2021-02-05"
"18117","I think that the interchangeability of did not only have to do with efficacy , but also with safety , how you can see from this article from “ for Control and Prevention ”, of which I attach an excerpt “ Interim Clinical for Use of COVID - 19 Currently Authorized in the United ” - Interchangeability with other COVID - 19 vaccine Either of the currently authorized COVID - 19 can be used when ; does not state a product preference . However , these COVID - 19 are not interchangeable with each other or with other COVID - 19 vaccine . The safety and efficacy of a mixed - product series have not been . Both of the series should be with the same product . to help ensure that receive the second dose with the appropriate product and interval between include : • Providing COVID - 19 vaccination record to vaccine , to bring their card to their appointment for the second dose , and encouraging to make a backup copy ( e . g ., by taking a picture of the card on their phone ). • Encouraging vaccine to enroll in , a free text message - based platform to receive COVID - 19 vaccination second - dose . • Recording each recipient ’ s vaccination in the immunization information system ( ). • Recording vaccine administration information in the patient ’ s medical record . • Making an appointment for the second dose before the vaccine recipient leaves , to increase the likelihood that will present at the same vaccination site for the second dose ….","Vaccines Variants","2021-02-05"
"18118","The doc scary to me ...","Vaccines Variants","2021-02-05"
"18119","Oh No !!!!!!! We got 2021 !!!!!","Vaccines Variants","2021-02-05"
"18120","The miracle vaccination ? Why oh why don ’ t people learn from past ? Read on ..... While the for a desire to bring a Covid - 19 vaccine to market as quickly as possible are all too clear , great care must be taken to ensure that the are safe ( Report , August 31 ). It is 65 since a “ wonder drug ” as a palliative to morning sickness in pregnant was brought to the market , first in where , and then in the where it was known principally as . The drug was not properly tested in , and was not tested at all in the . Just look at the horrendous — many of teratogenic and live . and were . Only the insistence of the late at the US Food and Drug Administration that there had to be evidence of the safety of before it for sale a catastrophe in that country . A disaster must not be born out of a mad rush for a Covid vaccine . Stone Honorary Advisor ( retired ) to the National Advisory Council of the Trust W1 ,","Vaccines Variants","2021-02-05"
"18121","Covid aint real . I let my in my mouth and I havent got it yet","Vaccines Variants","2021-02-05"
"18122",":// . / ? list = PLRVtoqF4hdQNp7QjMfvoc9bvMtiKID1_1","Vaccines Variants","2021-02-05"
"18123","and more . You are considered legally dead in the of the law until you post Proof of Life by Blood Over Intent on .","Vaccines Variants","2021-02-05"
"18124","“ I do not consent to being told that I am not taking a virus seriously simply because I question and challenge arbitrary that revoke my basic human . I do not consent to the and tracing of any / Man and WoMan . And if we can easily track law abiding , then why haven ' t we made and dangerous a priority for this technology ? I do not consent to limiting free speech under the guise of protecting people from the spread of misinformation . No government a monopoly on information . I do not consent to the extreme censorship that is taking place on social media toward , , 👩‍🔬 political and who uphold data about a possible outcome than the would have us believe . This is book burning , and me far more than the virus . What if your current are being chosen for you ? I do not consent to down our wild when the big box and , the liquor store , and the dollar store are essential . There is absolutely nothing more essential on this Earth than Earth itself . I do not consent to the of small while - million dollar remain open . This will ( and ) undoubtedly to rising of suicide , depression , drug & alcohol dependency , and domestic violence . I do not consent to being from freely 🧭 while the who impose these break them to visit their or fly across . I do not consent to my tax being used for on major while heart - centered small business and their fall into poverty . 💔 I do not consent to being told that all these are for my safety when people peacefully sitting on park are $ 1300 for "" not social "", and are simultaneously from prison for their own "" protection ."" 🤮 I do not consent to the Commonwealth and which that my body is sovereign , and that no medical procedure can be . I do not consent to mandatory v @ , or forcible injection of any kind . Period ! 💉 I do not consent to the label ' anti - v @ ' simply because I have about MANDATORY , enforced v @ or medical - especially high risk with limited testing that are highly profitable to the most questionable of . I do not consent to being a conspiracy theorist 🗣 simply because I question certain government , corporate and industrial . I do not consent to the amount of division and hatred that so many have fallen into between your fellow man , simply for opposing , or for speaking openly about what THEY believe . A gentle reminder that : You don ' t have to be unkind to someone just because you disagree with them , or because you lead a different than them . United we stand , divided we fall . 💞 I do not consent to the idea that pharmaceutical are the ONLY way to prevent or heal from illness , and the outright dismissal of this side of the conversation is highly questionable from my perspective . 🌞🌊🍊 I do not consent to the media only covering the death count 🥀 when the survival rate is immensely higher ⬆️! Fear immunity . Why ' t we talking about both ? I do not consent to forced testing , or based upon statistics from testing . This testing is largely inaccurate , so many false that a suspicious president tested a fruit . It tested positive for the virus . 🤦‍♀️ I do not consent to the $ 🔇 of for on how to promote healthy immunity through modification and the utilization of , and 🌱 which have us for of . I do not consent to mad and who ignore the divine intelligence of our physiology and our Earth . 🌍 I do not consent to the lack of discussion on how the exploitation and destruction of our planet by the very in charge of handling our current "" crisis ,"" illness globally - everything from heart disease to depression , autoimmunity , cancer and autism , for .🤯 I do not consent . Do you ? Here ' s what I DO consent to : Being able to be a free and critical thinker , who to share my with to prevent further suffering in the world without being silenced ” A free Man and free woman are exactly that .... free .... your freedom or your slavery , I know which one I AM .","Vaccines Variants","2021-02-05"
"18125","If you want to see what to the that covered the virus , go to my channel . I don ' t earn anything . We need to spread awareness and not forget . The continuous censorship of China and collusion with W . H . O . is ongoing . The US returned to W . H . O . who now that the said about China are for movie . Here ' s what to one of the who took of what ' s happening to . You can skip to how the police into his house . No one from him one year on . :// . be / 107THao6aiw Here ' s the of how the virus spread around the world by the mass travel of for Lunar New Year 2020 ... which is soon for 2021 . :// . be / XhzWlI2c4og","Vaccines Variants","2021-02-05"
"18126","Endless .....","Vaccines Variants","2021-02-05"
"18127","“ said to him , “ I am the way , the truth , and the life . No one comes to the Father except through Me .” ‭‭ ‬ ‭ 14 : 6 ‬ ‭ ‬‬ REPENT AND ACCEPT TIME IS RUNNING OUT ! ❤️","Vaccines Variants","2021-02-05"
"18128","We see you clearly ..... Keep cash ! So glad and happy that more and more are awakening to the evil sham being by a small group of self ! . . = cabal FAKE - weapon . 911 = cabal "" pearl harbor "" type attack per . We have a criminal , corrupt , immoral and deceitful monetary system . It is astounding that we continue to allow central and the fed to exist . They have always been a secretive , crooked and in equitable operation . There is overwhelming evidence we ' been lied to and for millennia on a grand scale about almost everything by a group of greedy , , , "" ,"" 13 , council of 300 al . A huge tapestry of deceit , greed & secrecy , to control and keep the true nature of humanity from ourselves , our history , true origin , destroy our pineal gland and keep us tied to debt , cause constant , confusion and tension for them to get more wealth , control and power over us until we and our are eternally in this web . From the , , even our , and corrupt , , gold , religion , , , , , , the federal reserve , Liberty , giant , abduction / , pedophilia , , , Tri Lat to 911 and now the war on "" terror ."" The best way we can support our is by them home now . Let ' s stop of the fed and start helping and create heaven on earth as we should . Let ' s da !","Vaccines Variants","2021-02-05"
"18129","The in the acting like a virus never","Vaccines Variants","2021-02-05"
"18130","Yet , nobody of anybody that OF covid itself ! Go outside , look around ... ask around . I ' to numerous hospital staff , local grocery store management , homeless outreach and NOBODY OF A SINGLE PERSON that actually of covid out of the of people they collectively come into contact with every month .","Vaccines Variants","2021-02-04"
"18131","What we learned from Covid - 2021 ( URGENT ) 1 . is a lifelong failure and is an agent for Big . a “ vaccine ” for ago but expensive instead in order to provide in for his big . According to . in an interview did with in in 1994 , the virus not been isolated . Your Senator and House Rep funded the China lab as proven by award winning . . on Mandatory COVID : ' Everything Will Be on the Table ' ( . ). Please call them and ask them why they did this ! 2 . . , virologist and molecular biologist , is internationally mostly known as an "" dissident "" ( and maybe "" dissident "") who been the very existence of "" "" since 1994 . In the past , however , he over a fact : 3 . Not even ONE of the ( medically relevant ) ever been isolated ; there is no proof of their existence . 4 . Former director stated in a press conference at the beginning of the covid scare , WE ARE IN A LIVE EXERCISE ! He admitted the truth . Mike a “ Live Exercise ” and Trump “ You Should Have Let Us Know ” ( . ) 5 . The and WHO that there was NO INCREASE In total from 2019 to 2020 ! There were NO INCREASE in total from 2019 to 2020 !!! 6 . Law firm Levin that the big BOD are also on the BOD of major media !! This is criminal . :// . . / watch ? v = - Qnqd5Q 7 . The US and New are the only 2 that allow advertising on national media . This is not in the interest of the public . 8 . take 80 % of the world ’ s and we are only 5 % of the world ’ s population . The result is that are 30th in life expectancy . 9 . All covid have over 50 % false !!! Why are we paying for this test ? 10 . Over 60 million of autism exist in the world . - Our World in Data . Globally , around 62 million people were to have autistic spectrum disorder in 2016 . Just under 50 million of these were in . Of the 62 million with autistic spectrum disorder , around 18 million had Autism , and 44 million had Asperger syndrome and other spectrum . These are shown in the . Unvaccinated show that they have almost no autism in the . 11 . Vitamin D3 deficiency is responsible for most and . Jeff T – Best Selling Author 12 . You cannot sue vaccine because they for liability protection . 13 . You have the right to ask for the detailed list of before a flu shot or “ vaccination ”. Ask for the list and take an image on your phone and take an image of the health care provider that is you . 14 . The US constitution you from forced vaccination . Get a constitutional attorney if you do not wish the “ vaccination .” 15 . The do not accept and have almost zero autism . The Don ’ t Get Autism , But they Also Don ’ t Vaccinate ( . ) 16 . The US flu season on 1st of each year and the unelected normally 50 million of flu each year . As of 2021 , only an insignificant number of been . 17 . , , , and the are all unelected and unaudited . Like the and , they are unmonitored by the people . 18 . If you disagree with your local or state government concerning , you can start a petition to remove them . You can also their and go to change . to propose your . 19 . Big , , , , and do not act in the interest of the public . Bill is not a and no authority over you or the people . 20 . You can start s petition to your local or state government if you do not believe they are acting in the interest of the public . 21 . Because a virus is part of nature , it is illegal to patent one . The of by the and Bill are illegal and will be . The Constitution of the United is the supreme law of the United of . The Constitution , originally seven , the national frame of government . Its first three embody the doctrine of the separation of , whereby the federal government is divided into three : the legislative , of the bicameral Congress ; the executive , of the president and subordinate ; and the judicial , of the Supreme Court and other federal . Article , Article V and Article embody of federalism , the and of state , the in relationship to the federal government , and the process of constitutional amendment . Article the procedure subsequently used by the thirteen to ratify it . It is as the written and national constitution in force . 22 . Please share with your fellow and God Bless ! Jeff T that big suppressed Vitamin D 3 As a cure !! Natural vaccination with no side effects or autism . Please read . :// . / / vitamin - d3 - the - miraculous - journey - of - high - /","Vaccines Variants","2021-02-04"
"18132","You are such , WE DONT CARE","Vaccines Variants","2021-02-04"
"18133","Covid continue to rise is what we hear , yet i community where covid are now being given ate being if they have "" left over "" ??!! Is this true ?.. Supposedly happening in San , do not know if in ??","Vaccines Variants","2021-02-04"
"18134","Here ' s a thought : ARE NOT FOR A STAGED PANDEMIC . , here come the "" you ' re a conspiracy theorist "" . Also , if you still believe that 9 / 11 was by scary men with who went boom - boom with their into the twin , don ' t even comment because you ' re brain is too calcified by media * t to even entertain the idea of thinking for yourself .","Vaccines Variants","2021-02-04"
"18135",", . — County Health Officer Donna alarm from some when she took to social media with a post that some COVID - 19 are not actually .","Vaccines Variants","2021-02-04"
"18136","clause is real","Vaccines Variants","2021-02-04"
"18137","So let me get this straight . COVID - 19 and a brief recession which a roughly 30 % stock market drop just as China substantial trade to the US under a president that is suspicious to say the least ? To note here , COVID - 19 the elderly or non - working to a large extent , the US to have recession with a 30 +% stock market drop every 8 - 12 , and oversupply can make a recession occur or make it worse . Does that smell like a economy ? Also US inflation / not surpassing 2 . 9 % for over nine ?","Vaccines Variants","2021-02-04"
"18138","It is a request to world MEDICAL that they develop ORAL WHICH CAN STOP OR CONTROL BREEDING OF STRAY world over . These stray are suffering enormously in every nook and corner of the world which go totally unnoticed . In a world where human no time for and where nobody any emotion for helpless , we need to develop such ORAL which can be easily given to them orally food which will go a long way to control their population and hence lessen their . DO SOMETHING ABOUT STRAY ALSO . IF Corona vaccine can be in just less than a YEAR , same way oral food for BREEDING of can also be in a YEAR .","Vaccines Variants","2021-02-04"
"18139","One mask per variant . We ’ be wearing twenty .","Vaccines Variants","2021-02-04"
"18140","oh the are dropping ? Time to invent a new variant .","Vaccines Variants","2021-02-04"
"18141","Propaganda fake news","Vaccines Variants","2021-02-04"
"18142","They should everyone in corporate news , congress , and the first . In fact , give them all like 20 , just to be safe .","Vaccines Variants","2021-02-04"
"18143","put many from right into our government . You thought was bad ... you ' t seen nothing yet . struck a deal with and their oil pipeline , boom keystone pipeline gone .","Vaccines Variants","2021-02-04"
"18144","The great reset , event 201 , the fraud . Look up ' s article in from 2005 .. you are being gaslighted .","Vaccines Variants","2021-02-04"
"18145","wow really grateful to @ . , I was able to establish a great business with their aid","Vaccines Variants","2021-02-04"
"18146","i inject the vaccine in my for extra protection ... every day","Vaccines Variants","2021-02-04"
"18147","We threw the entire world into a recession just for a virus that was going to mutate anyways . By the time most people have the vaccine , the vaccine be 4 behind . Is the rest of our just going to be covid vaccine catch up ?","Vaccines Variants","2021-02-04"
"18148","This new Virus to end I can ’ t stand it","Vaccines Variants","2021-02-04"
"18149","“ No end in sight ” is the purpose of this ... WE must end it ! Take off the mask ! Laugh at the government ! They ’ re caught lying — don ’ t need their “ permission ” to live your life , they ’ t God — far from it .","Vaccines Variants","2021-02-04"
"18150","I can ’ t wait to live this life He for us together .","Vaccines Variants","2021-02-04"
"18151","Bomb .","Vaccines Variants","2021-02-04"
"18152","More media !","Vaccines Variants","2021-02-04"
"18153","Give license to which ever company around the world to produce at a great scale . And immunize as many people as possible and as fast as possible . This is the only way to step ahead of this virus its . No replication , no mutation .","Vaccines Variants","2021-02-04"
"18154","Just go like some of the , and it will all be fine .","Vaccines Variants","2021-02-04"
"18155","What is the goal of the ACT Accelerator ? The goal of the ACT Accelerator is to end the COVID - 19 pandemic as quickly as possible by reducing COVID - 19 mortality and the most severe of the disease through accelerated development , equitable allocation and large - scale distribution of , and diagnostics . This will allow a more rapid end to the health and economic crisis , while full economic and social activity globally in the short term and a high level of control of COVID - 19 in the medium term . :// 144000 - remnant . . / en / / / video / 37491 - the - decree - of - death ? = 6 the decree of death","Vaccines Variants","2021-02-04"
"18156","This is a novel virus that we have not seen before they said , we have been an effective vaccine against - 19 for ten he said , it about ten to develop an effective vaccine they say ... so , see that classified information I say . The whole COVID - 19 pandemic could have been handled much much better . Perhaps it will be handled much much better going forward .","Vaccines Variants","2021-02-04"
"18157","are not contagious 🤨","Vaccines Variants","2021-02-04"
"18158","Don ’ t take the lethal injection for your death penalty . 🤨","Vaccines Variants","2021-02-04"
"18159","Meet the That Control Human Brains tops the list as the most famous — and most controversial — neurological parasite . This tiny protozoan ’ t look like much more than a blob , but once it its way to the brain , it can radically alter the behavior of like , and , yes , even . What might this mean for human behavior ? “ We often see like activity , in risk , and reaction times ,” Webster , a parasitology researcher at Imperial College , . “ But in some , they become more severe — like schizophrenia .” Another paper , in the journal of the Royal Society B , that in with high T . infection , these tiny could cumulatively alter the behavioral of entire . Infected , found , have a 30 percent chance of passing the parasite on to their . If that all a little far from home , though , consider this : estimate that more than 60 million people in the U . S . alone currently carry T . , and most of those have no idea , because the parasite often no at all . Until the day it , that is . Read about it here if you dare . :// . . / crux / 2015 / 10 / 29 / parasite - human - brain - control /#. XP7iNv57nX4 If you can explain why some if not all of our are not infected with T . , I would like to hear it .","Vaccines Variants","2021-02-04"
"18160","next they will say the virus is to hair . I hope you all look good bald , from head to toe","Vaccines Variants","2021-02-04"
"18161","also had a virus , he was","Vaccines Variants","2021-02-04"
"18162","28 : 2 - 7 [ 2 ] And , behold , there was a great earthquake : for the angel of the Lord from heaven , and came and rolled back the stone from the door , and sat upon it . [ 3 ] His countenance was like lightning , and his raiment white as snow : [ 4 ] And for fear of him the did shake , and as dead men . [ 5 ] And the angel and said unto the , Fear not ye : for I know that ye seek , which was crucified . [ 6 ] He is not here : for he is risen , as he said . Come , see the place where the Lord lay . [ 7 ] And go quickly , and tell his that he is risen from the dead ; and , behold , he before you into Galilee ; there shall ye see him : lo , I have told you ..","Vaccines Variants","2021-02-04"
"18163","The virus taken on a life of its own . It now a thought process , the socialist are praying on the little child in you","Vaccines Variants","2021-02-04"
"18164","i love watching those drug where they list off like 32 side effects while the commercial is going on but this vaccine they whipped up in a couple should be safe , sure of it","Vaccines Variants","2021-02-04"
"18165","As the scripture : shall seek to save his life shall lose it ; and shall lose his life shall preserve it . Luke 17 : 33 Many will take covid - 19 vaccine thinking they are saving themselves but the truth is they will be forever . WAIT AND SEE !!!, LET HE WHO HEAR FROM THE LORD .!!!!","Vaccines Variants","2021-03-20"
"18166","I ' got a booster shot for ya ...","Vaccines Variants","2021-02-19"
"18167",""" Covid vaccine in case they ' re for "" thereby us , the people of , to redouble our to rapidly find out at any given moment , even while On - Line , who among us are unwittingly contagious ( i . e . - symptomatic or asymptomatic ) in order to # for them to call their doctor and to self - quarantine per in of stopping this pandemic instead of more # ( per # ). Thus , we ' re for the best while for the worse - case scenario of the # strain ( s ) and like the South , , & # Cluster5Mink rendering current no longer effective .","Vaccines Variants","2021-02-03"
"18168","$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$","Vaccines Variants","2021-02-03"
"18169","is cute .","Vaccines Variants","2021-02-03"
"18170","from sin . 3 : 23 For all have , and come short of the glory of God ; 9 : 27 And as it is unto men once to die , but after this the judgment : 64 : 6 But we are all as an unclean thing , and all our are as filthy ; and we all do fade as a leaf ; and our , like the wind , have taken us away . Revelation 21 : 8 But the fearful , and unbelieving , and the abominable , and , and , and , and , and all , shall have their part in the lake which with fire and brimstone : which is the second death . 5 : 8 But God his love toward us , in that , while we were yet , for us . 3 : 16 For God so the world , that he gave his only begotten Son , that in him should not perish , but have everlasting life . 14 : 6 unto him , I am the way , the truth , and the life : no man unto the Father , but by me . 10 : 9 - 10 . That if thou shalt confess with thy mouth the Lord , and shalt believe in thine heart that God hath raised him from the dead , thou shalt be saved . For with the heart man unto righteousness ; and with the mouth confession is made unto salvation . said 5 : 24 Verily , verily , I say unto you , He that my word , and on him that sent me , hath everlasting life , and shall not come into condemnation ; but is from death unto life . 1John 5 : 10 - 13 He that on the Son of God hath the witness in himself : he that not God hath made him a liar ; because he not the record that God gave of his Son . And this is the record , that God hath given to us eternal life , and this life is in his Son . He that hath the Son hath life ; and he that hath not the Son of God hath not life . These have I written unto you that believe on the name of the Son of God ; that ye may know that ye have eternal life , and that ye may believe on the name of the Son of God . 2 : 8 - 9 For by grace are ye saved through faith ; and that not of yourselves : it is the gift of God : Not of works , lest any man should boast . 8 : 1 There is therefore now no condemnation to them which are in , who walk not after the flesh , but after the Spirit . 1 15 : 3 - 4 For I unto you first of all that which I also received , how that for our according to the ; And that he was buried , and that he rose again the third day according to the : 2 5 : 21 For he hath made him to be sin for us , who knew no sin ; that we might be made the righteousness of God in him . ................................................................................................................................................","Vaccines Variants","2021-02-02"
"18171","Booster shot = essentially an annual flu shot . Be prepared to get theses of “ ” for the rest of your life .","Vaccines Variants","2021-02-02"
"18172","The vaccine is dangerous . and according to the it ' s ineffective .","Vaccines Variants","2021-02-02"
"18173","I ' take two with everything , and all .","Vaccines Variants","2021-02-02"
"18174","💖💗💓👍","Vaccines Variants","2021-02-02"
"18175",", think about it . Why ' t we have virus vaccine for ? its because virus mutate a lot . would be ineffective shortly after a new variant . We should have copied China ' s strategy of full , because with lower number of infection the chance of the virus substantially . We need to hold who against total responsible for these new .","Vaccines Variants","2021-02-02"
"18176","Corona :// . . / watch ? v = qelIWgC6XVY","Vaccines Variants","2021-02-02"
"18177","66 like you toss coin in the ocean .","Vaccines Variants","2021-04-30"
"18178","This did not age well","Vaccines Variants","2021-04-13"
"18179","I will never take the & vaccine ! 66 % 94 % NO QUESTION Every time the media about it the effectively goes up . We are being lied to . You will still catch the virus ! Please don ’ t be stupid .","Vaccines Variants","2021-03-01"
"18180","66 % protection enough .","Vaccines Variants","2021-03-01"
"18181","The reason is j and j vaccine is less effective . Simple as that .","Vaccines Variants","2021-03-01"
"18182","Why go to to test Covid vaccine ??? Why not go to ???","Vaccines Variants","2021-02-27"
"18183","Another Human Guinea Pig vaccine ,,,,, According to a Post article , there been 1 , 170 before 7 , 2021 , and since the are partial , they always claim not linked to Covid Vaccine ,, Present day are all Sell and only care about Money ,,,, i have attached Link to Post Article What to Know About Post - Vaccine and - The Post :// . . / business / what - to - know - about - post - - and - / 2021 / 02 / 12 / 8e25d07c - 6d72 - 11eb - a66e - e27046e9e898_story .","Vaccines Variants","2021-02-25"
"18184","should reject J & J ’ s vaccine because it will cause significant and with only 66 % efficacy with more than 100 million does and 95 % efficacy of ’ s and ’ s . What is the point to approve ’ s ? Do you want to always worry about you will have 34 % chance to get COVID - 19 ? No good enough .","Vaccines Variants","2021-02-18"
"18185","It needs more then that . It needs 200 or 300 million to end this pandemic in the us and for rest of the world later on .","Vaccines Variants","2021-02-05"
"18186","' s one dose the efficacy test . The lower temperature plan worked . They ' re testing two , like other , for higher efficacy . Two may be the break through for . Two work , they ' re truthful about efficacy , & will lead the vaccine fight if they pass 95 % efficacy with two .","Vaccines Variants","2021-02-03"
"18187","and have for prophylaxis and treatment of Covid - 19 . is than . It works quickly with Covid - 19 and if in the early of viral , suffering , hospitalization and can stop the need for a ventilator . Check out the "" I - MASK protocol +"" at . net and watch the Alliance Press Conference at , on .","Vaccines Variants","2021-02-03"
"18188","is best Vaccine . is the best vaccine with 95 . 6 % effectiveness on common strain . It is even effective against strain 86 % and south strain 60 % Can you please make video on this Vaccine ? Result came out on 29th 2021 .","Vaccines Variants","2021-02-02"
"18189","","Vaccines Variants","2021-02-01"
"18190","World , force , , J & J all to work together to get this out . The the Defense Production Act for , why not ?!??","Vaccines Variants","2021-01-31"
"18191","I just added up of the us South and severe it said 71 . 3 % overall but why 66 %","Vaccines Variants","2021-01-31"
"18192","All should get the first . Both . Then when they quit , will talk .","Vaccines Variants","2021-01-31"
"18193","J & J have all of these and the other two just have one , 90 %. Come on the need to be higher like 90 %","Vaccines Variants","2021-01-30"
"18194","& is worst vaccine till now , It is useless . and are based which is used for dogs before covid - 19 vaccine . is the best vaccine with 95 . 6 % effectiveness on common strain . It is even effective against strain 86 % and south strain 60 % .","Vaccines Variants","2021-01-30"
"18195","& is worst vaccine till now , It is useless . is the best vaccine with 95 . 6 % effectiveness on common strain . It is even effective against strain 86 % and south strain 60 %","Vaccines Variants","2021-01-30"
"18196","J & J is PER . C6 in their formula ... a bor ted retinal fetal tissue cell ...","Vaccines Variants","2021-01-30"
"18197","better profile than these garbage .","Vaccines Variants","2021-01-30"
"18198","Since and are based on similar technology why the different storage ????","Vaccines Variants","2021-01-30"
"18199","and June delivery ? That ' t soon enough , we need it now .","Vaccines Variants","2021-01-30"
"18200",". It ' s probably made of . Just drink some 2 %","Vaccines Variants","2021-01-30"
"18201","No thank you . I don ' t take from","Vaccines Variants","2021-01-30"
"18202","not good !!","Vaccines Variants","2021-01-30"
"18203","He ' t even know what in his own company .","Vaccines Variants","2021-02-23"
"18204","It is a fantastic vaccine , but we need it fast . The other like or Viral are corrupting our and potentially long term problematic . We need clear on how to get the vaccine once .","Vaccines Variants","2021-02-05"
"18205","Nothing said about the vaccine ' s safety profile .","Vaccines Variants","2021-02-04"
"18206","The US had yet to order any .","Vaccines Variants","2021-01-31"
"18207","& is worst vaccine till now , It is useless . and are based which is used for dogs before covid - 19 vaccine . is the best vaccine with 95 . 6 % effectiveness on common strain . It is even effective against strain 86 % and south strain 60 % .","Vaccines Variants","2021-01-30"
"18208","👌 What the mind can conceive , the mind can achieve . The best young entrepreneur ever @ ( his ) you have to THINK BIG to WIN BIG ! Always keep that vision ! Looking forward to your next video ✌️","Vaccines Variants","2021-01-30"
"18209","BUY and HOLD !!! 🚀🚀🚀 🚀🚀🚀 🚀🚀🚀 🚀🚀🚀","Vaccines Variants","2021-01-29"
"18210","is there any chance you can give us an update on the vaccine ? how is it coming a long , do you think it will be available any time soon , highly interested in this vaccine .","Vaccines Variants","2021-05-15"
"18211","I read somewhere I think that it was wood sap ...","Vaccines Variants","2021-03-14"
"18212","So it ' t bother you the 8 have vaccine because it blood , again people have but don ' t bother you , do they ? Get a goody bag","Vaccines Variants","2021-03-11"
"18213","Is the a 1 or 2 dose course ? J & J is only 66 % effective . why the US went with that one if is so much more efficacious . It must come down to cost . had for almost 20 and here it is now mid March and still not even for a vaccine yet and none in sight .","Vaccines Variants","2021-03-11"
